,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-585.0,0.559,0.1267,0.1258,0.902,0.0875,-585.0,-600,-570,0.1258
-575.0,0.559,0.1267,0.1367,0.902,0.0875,-575.0,-590,-560,0.1367
-565.0,0.559,0.1267,0.1609,0.902,0.0875,-565.0,-580,-550,0.1609
-555.0,0.559,0.1267,0.2044,0.902,0.0875,-555.0,-570,-540,0.2044
-545.0,0.559,0.1267,0.1832,0.902,0.0875,-545.0,-560,-530,0.1832
-535.0,0.559,0.1267,0.153,0.902,0.0875,-535.0,-550,-520,0.153
-525.0,0.559,0.1267,0.1287,0.902,0.0875,-525.0,-540,-510,0.1287
-515.0,0.559,0.1267,0.3409,0.902,0.0875,-515.0,-530,-500,0.3409
-505.0,0.559,0.1267,0.3821,0.902,0.0875,-505.0,-520,-490,0.3821
-495.0,0.559,0.1267,0.4104,0.902,0.0875,-495.0,-510,-480,0.4104
-485.0,0.559,0.1267,0.2928,0.902,0.0875,-485.0,-500,-470,0.2928
-475.0,0.559,0.1267,0.2668,0.902,0.0875,-475.0,-490,-460,0.2668
-465.0,0.559,0.1267,0.0951,0.902,0.0875,-465.0,-480,-450,0.0951
-455.0,0.559,0.1267,0.135,0.902,0.0875,-455.0,-470,-440,0.135
-445.0,0.559,0.1267,0.0713,0.902,0.0875,-445.0,-460,-430,0.0713
-435.0,0.559,0.1267,0.1396,0.902,0.0875,-435.0,-450,-420,0.1396
-425.0,0.559,0.1267,0.2215,0.902,0.0875,-425.0,-440,-410,0.2215
-415.0,0.559,0.1267,0.3456,0.902,0.0875,-415.0,-430,-400,0.3456
-405.0,0.559,0.1267,0.3721,0.902,0.0875,-405.0,-420,-390,0.3721
-395.0,0.559,0.1267,0.3853,0.902,0.0875,-395.0,-410,-380,0.3853
-385.0,0.559,0.1267,0.2988,0.902,0.0875,-385.0,-400,-370,0.2988
-375.0,0.559,0.1267,0.2145,0.902,0.0875,-375.0,-390,-360,0.2145
-365.0,0.559,0.1267,0.0543,0.902,0.0875,-365.0,-380,-350,0.0543
-355.0,0.559,0.1267,0.01,0.902,0.0875,-355.0,-370,-340,0.01
-345.0,0.559,0.1267,0.1075,0.902,0.0875,-345.0,-360,-330,0.1075
-335.0,0.559,0.1267,0.1918,0.902,0.0875,-335.0,-350,-320,0.1918
-325.0,0.559,0.1267,0.2029,0.902,0.0875,-325.0,-340,-310,0.2029
-315.0,0.559,0.1267,0.147,0.902,0.0875,-315.0,-330,-300,0.147
-305.0,0.559,0.1267,0.0552,0.902,0.0875,-305.0,-320,-290,0.0552
-295.0,0.559,0.1267,0.0598,0.902,0.0875,-295.0,-310,-280,0.0598
-285.0,0.559,0.1267,0.0327,0.902,0.0875,-285.0,-300,-270,0.0327
-275.0,0.559,0.1267,0.105,0.902,0.0875,-275.0,-290,-260,0.105
-265.0,0.559,0.1267,0.0893,0.902,0.0875,-265.0,-280,-250,0.0893
-255.0,0.559,0.1267,0.0955,0.902,0.0875,-255.0,-270,-240,0.0955
-245.0,0.559,0.1267,0.1216,0.902,0.0875,-245.0,-260,-230,0.1216
-235.0,0.559,0.1267,0.1216,0.902,0.0875,-235.0,-250,-220,0.1216
-225.0,0.559,0.1267,0.2732,0.902,0.0875,-225.0,-240,-210,0.2732
-215.0,0.559,0.1267,0.2517,0.902,0.0875,-215.0,-230,-200,0.2517
-205.0,0.559,0.1267,0.3371,0.902,0.0875,-205.0,-220,-190,0.3371
-195.0,0.559,0.1267,0.2587,0.902,0.0875,-195.0,-210,-180,0.2587
-185.0,0.559,0.1267,0.284,0.902,0.0875,-185.0,-200,-170,0.284
-175.0,0.559,0.1267,0.3105,0.902,0.0875,-175.0,-190,-160,0.3105
-165.0,0.559,0.1267,0.2312,0.902,0.0875,-165.0,-180,-150,0.2312
-155.0,0.559,0.1267,0.2072,0.902,0.0875,-155.0,-170,-140,0.2072
-145.0,0.559,0.1267,0.1306,0.902,0.0875,-145.0,-160,-130,0.1306
-135.0,0.559,0.1267,0.2112,0.902,0.0875,-135.0,-150,-120,0.2112
-125.0,0.559,0.1267,0.2532,0.902,0.0875,-125.0,-140,-110,0.2532
-115.0,0.559,0.1267,0.1969,0.902,0.0875,-115.0,-130,-100,0.1969
-105.0,0.559,0.1267,0.2337,0.902,0.0875,-105.0,-120,-90,0.2337
-95.0,0.559,0.1267,0.2932,0.902,0.0875,-95.0,-110,-80,0.2932
-85.0,0.559,0.1267,0.3789,0.902,0.0875,-85.0,-100,-70,0.3789
-75.0,0.559,0.1267,0.283,0.902,0.0875,-75.0,-90,-60,0.283
-65.0,0.559,0.1267,0.1783,0.902,0.0875,-65.0,-80,-50,0.1783
-55.0,0.559,0.1267,0.1846,0.902,0.0875,-55.0,-70,-40,0.1846
-45.0,0.559,0.1267,0.1984,0.902,0.0875,-45.0,-60,-30,0.1984
-35.0,0.559,0.1267,0.1036,0.902,0.0875,-35.0,-50,-20,0.1036
-25.0,0.559,0.1267,0.0454,0.902,0.0875,-25.0,-40,-10,0.0454
-15.0,0.559,0.1267,0.0828,0.902,0.0875,-15.0,-30,0,0.0828
-5.0,0.559,0.1267,0.1465,0.902,0.0875,-5.0,-20,10,0.1465
5.0,0.559,0.1267,0.2858,0.902,0.0875,5.0,-10,20,0.2858
15.0,0.559,0.1267,0.147,0.902,0.0875,15.0,0,30,0.147
25.0,0.559,0.1267,0.3564,0.902,0.0875,25.0,10,40,0.3564
35.0,0.559,0.1267,0.2931,0.902,0.0875,35.0,20,50,0.2931
45.0,0.559,0.1267,0.385,0.902,0.0875,45.0,30,60,0.385
55.0,0.559,0.1267,0.3337,0.902,0.0875,55.0,40,70,0.3337
65.0,0.559,0.1267,0.4591,0.902,0.0875,65.0,50,80,0.4591
75.0,0.559,0.1267,0.5428,0.902,0.0875,75.0,60,90,0.5428
85.0,0.559,0.1267,0.6836,0.902,0.0875,85.0,70,100,0.6836
95.0,0.559,0.1267,0.6252,0.902,0.0875,95.0,80,110,0.6252
105.0,0.559,0.1267,0.6515,0.902,0.0875,105.0,90,120,0.6515
115.0,0.559,0.1267,0.4101,0.902,0.0875,115.0,100,130,0.4101
125.0,0.559,0.1267,0.4185,0.902,0.0875,125.0,110,140,0.4185
135.0,0.559,0.1267,0.4814,0.902,0.0875,135.0,120,150,0.4814
145.0,0.559,0.1267,0.5418,0.902,0.0875,145.0,130,160,0.5418
155.0,0.559,0.1267,0.5942,0.902,0.0875,155.0,140,170,0.5942
165.0,0.559,0.1267,0.4641,0.902,0.0875,165.0,150,180,0.4641
175.0,0.559,0.1267,0.4959,0.902,0.0875,175.0,160,190,0.4959
185.0,0.559,0.1267,0.4859,0.902,0.0875,185.0,170,200,0.4859
195.0,0.559,0.1267,0.6492,0.902,0.0875,195.0,180,210,0.6492
205.0,0.559,0.1267,0.6177,0.902,0.0875,205.0,190,220,0.6177
215.0,0.559,0.1267,0.5814,0.902,0.0875,215.0,200,230,0.5814
225.0,0.559,0.1267,0.6642,0.902,0.0875,225.0,210,240,0.6642
235.0,0.559,0.1267,0.515,0.902,0.0875,235.0,220,250,0.515
245.0,0.559,0.1267,0.5419,0.902,0.0875,245.0,230,260,0.5419
255.0,0.559,0.1267,0.2738,0.902,0.0875,255.0,240,270,0.2738
265.0,0.559,0.1267,0.491,0.902,0.0875,265.0,250,280,0.491
275.0,0.559,0.1267,0.5493,0.902,0.0875,275.0,260,290,0.5493
285.0,0.559,0.1267,0.7067,0.902,0.0875,285.0,270,300,0.7067
295.0,0.559,0.1267,0.7456,0.902,0.0875,295.0,280,310,0.7456
305.0,0.559,0.1267,0.7384,0.902,0.0875,305.0,290,320,0.7384
315.0,0.559,0.1267,0.6735,0.902,0.0875,315.0,300,330,0.6735
325.0,0.559,0.1267,0.5701,0.902,0.0875,325.0,310,340,0.5701
335.0,0.559,0.1267,0.5676,0.902,0.0875,335.0,320,350,0.5676
345.0,0.559,0.1267,0.6182,0.902,0.0875,345.0,330,360,0.6182
355.0,0.559,0.1267,0.8153,0.902,0.0875,355.0,340,370,0.8153
365.0,0.559,0.1267,0.6359,0.902,0.0875,365.0,350,380,0.6359
375.0,0.559,0.1267,0.5781,0.902,0.0875,375.0,360,390,0.5781
385.0,0.559,0.1267,0.5003,0.902,0.0875,385.0,370,400,0.5003
395.0,0.559,0.1267,0.6924,0.902,0.0875,395.0,380,410,0.6924
405.0,0.559,0.1267,0.5783,0.902,0.0875,405.0,390,420,0.5783
415.0,0.559,0.1267,0.4392,0.902,0.0875,415.0,400,430,0.4392
425.0,0.559,0.1267,0.321,0.902,0.0875,425.0,410,440,0.321
435.0,0.559,0.1267,0.4193,0.902,0.0875,435.0,420,450,0.4193
445.0,0.559,0.1267,0.5106,0.902,0.0875,445.0,430,460,0.5106
455.0,0.559,0.1267,0.6589,0.902,0.0875,455.0,440,470,0.6589
465.0,0.559,0.1267,0.6023,0.902,0.0875,465.0,450,480,0.6023
475.0,0.559,0.1267,0.746,0.902,0.0875,475.0,460,490,0.746
485.0,0.559,0.1267,0.7195,0.902,0.0875,485.0,470,500,0.7195
495.0,0.559,0.1267,0.8459,0.902,0.0875,495.0,480,510,0.8459
505.0,0.559,0.1267,0.5903,0.902,0.0875,505.0,490,520,0.5903
515.0,0.559,0.1267,0.5282,0.902,0.0875,515.0,500,530,0.5282
525.0,0.559,0.1267,0.5363,0.902,0.0875,525.0,510,540,0.5363
535.0,0.559,0.1267,0.6096,0.902,0.0875,535.0,520,550,0.6096
545.0,0.559,0.1267,0.5657,0.902,0.0875,545.0,530,560,0.5657
555.0,0.559,0.1267,0.4934,0.902,0.0875,555.0,540,570,0.4934
565.0,0.559,0.1267,0.4587,0.902,0.0875,565.0,550,580,0.4587
575.0,0.559,0.1267,0.5408,0.902,0.0875,575.0,560,590,0.5408
585.0,0.559,0.1267,0.5832,0.902,0.0875,585.0,570,600,0.5832
595.0,0.559,0.1267,0.4584,0.902,0.0875,595.0,580,610,0.4584
605.0,0.559,0.1267,0.393,0.902,0.0875,605.0,590,620,0.393
615.0,0.559,0.1267,0.4169,0.902,0.0875,615.0,600,630,0.4169
625.0,0.559,0.1267,0.6514,0.902,0.0875,625.0,610,640,0.6514
635.0,0.559,0.1267,0.7758,0.902,0.0875,635.0,620,650,0.7758
645.0,0.559,0.1267,0.7304,0.902,0.0875,645.0,630,660,0.7304
655.0,0.559,0.1267,0.7375,0.902,0.0875,655.0,640,670,0.7375
665.0,0.559,0.1267,0.6491,0.902,0.0875,665.0,650,680,0.6491
675.0,0.559,0.1267,0.7892,0.902,0.0875,675.0,660,690,0.7892
685.0,0.559,0.1267,0.7487,0.902,0.0875,685.0,670,700,0.7487
695.0,0.559,0.1267,0.7604,0.902,0.0875,695.0,680,710,0.7604
705.0,0.559,0.1267,0.6615,0.902,0.0875,705.0,690,720,0.6615
715.0,0.559,0.1267,0.5397,0.902,0.0875,715.0,700,730,0.5397
725.0,0.559,0.1267,0.5764,0.902,0.0875,725.0,710,740,0.5764
735.0,0.559,0.1267,0.7259,0.902,0.0875,735.0,720,750,0.7259
745.0,0.559,0.1267,0.8465,0.902,0.0875,745.0,730,760,0.8465
755.0,0.559,0.1267,0.8638,0.902,0.0875,755.0,740,770,0.8638
765.0,0.559,0.1267,0.8755,0.902,0.0875,765.0,750,780,0.8755
775.0,0.559,0.1267,0.9776,0.902,0.0875,775.0,760,790,0.9776
785.0,0.559,0.1267,0.9127,0.902,0.0875,785.0,770,800,0.9127
795.0,0.559,0.1267,0.7518,0.902,0.0875,795.0,780,810,0.7518
805.0,0.559,0.1267,0.4283,0.902,0.0875,805.0,790,820,0.4283
815.0,0.559,0.1267,0.4826,0.902,0.0875,815.0,800,830,0.4826
825.0,0.559,0.1267,0.5681,0.902,0.0875,825.0,810,840,0.5681
835.0,0.559,0.1267,0.7052,0.902,0.0875,835.0,820,850,0.7052
845.0,0.559,0.1267,0.7114,0.902,0.0875,845.0,830,860,0.7114
855.0,0.559,0.1267,0.5929,0.902,0.0875,855.0,840,870,0.5929
865.0,0.559,0.1267,0.6822,0.902,0.0875,865.0,850,880,0.6822
875.0,0.559,0.1267,0.5372,0.902,0.0875,875.0,860,890,0.5372
885.0,0.559,0.1267,0.4376,0.902,0.0875,885.0,870,900,0.4376
895.0,0.559,0.1267,0.4236,0.902,0.0875,895.0,880,910,0.4236
905.0,0.559,0.1267,0.589,0.902,0.0875,905.0,890,920,0.589
915.0,0.559,0.1267,0.5857,0.902,0.0875,915.0,900,930,0.5857
925.0,0.559,0.1267,0.6436,0.902,0.0875,925.0,910,940,0.6436
935.0,0.559,0.1267,0.6165,0.902,0.0875,935.0,920,950,0.6165
945.0,0.559,0.1267,0.6446,0.902,0.0875,945.0,930,960,0.6446
955.0,0.559,0.1267,0.6505,0.902,0.0875,955.0,940,970,0.6505
965.0,0.559,0.1267,0.6956,0.902,0.0875,965.0,950,980,0.6956
975.0,0.559,0.1267,0.6665,0.902,0.0875,975.0,960,990,0.6665
985.0,0.559,0.1267,0.6527,0.902,0.0875,985.0,970,1000,0.6527
995.0,0.559,0.1267,0.5817,0.902,0.0875,995.0,980,1010,0.5817
1005.0,0.559,0.1267,0.6304,0.902,0.0875,1005.0,990,1020,0.6304
1015.0,0.559,0.1267,0.6989,0.902,0.0875,1015.0,1000,1030,0.6989
1025.0,0.559,0.1267,0.6141,0.902,0.0875,1025.0,1010,1040,0.6141
1035.0,0.559,0.1267,0.5256,0.902,0.0875,1035.0,1020,1050,0.5256
1045.0,0.559,0.1267,0.4625,0.902,0.0875,1045.0,1030,1060,0.4625
1055.0,0.559,0.1267,0.4773,0.902,0.0875,1055.0,1040,1070,0.4773
1065.0,0.559,0.1267,0.7046,0.902,0.0875,1065.0,1050,1080,0.7046
1075.0,0.559,0.1267,0.6387,0.902,0.0875,1075.0,1060,1090,0.6387
1085.0,0.559,0.1267,0.6472,0.902,0.0875,1085.0,1070,1100,0.6472
1095.0,0.559,0.1267,0.5717,0.902,0.0875,1095.0,1080,1110,0.5717
1105.0,0.559,0.1267,0.4783,0.902,0.0875,1105.0,1090,1120,0.4783
1115.0,0.559,0.1267,0.4095,0.902,0.0875,1115.0,1100,1130,0.4095
1125.0,0.559,0.1267,0.4518,0.902,0.0875,1125.0,1110,1140,0.4518
1135.0,0.559,0.1267,0.5078,0.902,0.0875,1135.0,1120,1150,0.5078
1145.0,0.559,0.1267,0.509,0.902,0.0875,1145.0,1130,1160,0.509
1155.0,0.559,0.1267,0.3354,0.902,0.0875,1155.0,1140,1170,0.3354
1165.0,0.559,0.1267,0.5519,0.902,0.0875,1165.0,1150,1180,0.5519
1175.0,0.559,0.1267,0.5274,0.902,0.0875,1175.0,1160,1190,0.5274
1185.0,0.559,0.1267,0.5991,0.902,0.0875,1185.0,1170,1200,0.5991
1195.0,0.559,0.1267,0.555,0.902,0.0875,1195.0,1180,1210,0.555
1205.0,0.559,0.1267,0.6682,0.902,0.0875,1205.0,1190,1220,0.6682
1215.0,0.559,0.1267,0.6986,0.902,0.0875,1215.0,1200,1230,0.6986
1225.0,0.559,0.1267,0.629,0.902,0.0875,1225.0,1210,1240,0.629
1235.0,0.559,0.1267,0.5464,0.902,0.0875,1235.0,1220,1250,0.5464
1245.0,0.559,0.1267,0.4196,0.902,0.0875,1245.0,1230,1260,0.4196
1255.0,0.559,0.1267,0.4668,0.902,0.0875,1255.0,1240,1270,0.4668
1265.0,0.559,0.1267,0.5719,0.902,0.0875,1265.0,1250,1280,0.5719
1275.0,0.559,0.1267,0.6802,0.902,0.0875,1275.0,1260,1290,0.6802
1285.0,0.559,0.1267,0.5339,0.902,0.0875,1285.0,1270,1300,0.5339
1295.0,0.559,0.1267,0.4524,0.902,0.0875,1295.0,1280,1310,0.4524
1305.0,0.559,0.1267,0.5482,0.902,0.0875,1305.0,1290,1320,0.5482
1315.0,0.559,0.1267,0.5783,0.902,0.0875,1315.0,1300,1330,0.5783
1325.0,0.559,0.1267,0.5667,0.902,0.0875,1325.0,1310,1340,0.5667
1335.0,0.559,0.1267,0.6162,0.902,0.0875,1335.0,1320,1350,0.6162
1345.0,0.559,0.1267,0.724,0.902,0.0875,1345.0,1330,1360,0.724
1355.0,0.559,0.1267,0.8293,0.902,0.0875,1355.0,1340,1370,0.8293
1365.0,0.559,0.1267,0.8511,0.902,0.0875,1365.0,1350,1380,0.8511
1375.0,0.559,0.1267,0.8468,0.902,0.0875,1375.0,1360,1390,0.8468
1385.0,0.559,0.1267,0.795,0.902,0.0875,1385.0,1370,1400,0.795
1395.0,0.559,0.1267,0.7016,0.902,0.0875,1395.0,1380,1410,0.7016
1405.0,0.559,0.1267,0.6278,0.902,0.0875,1405.0,1390,1420,0.6278
1415.0,0.559,0.1267,0.5784,0.902,0.0875,1415.0,1400,1430,0.5784
1425.0,0.559,0.1267,0.5876,0.902,0.0875,1425.0,1410,1440,0.5876
1435.0,0.559,0.1267,0.6742,0.902,0.0875,1435.0,1420,1450,0.6742
1445.0,0.559,0.1267,0.6319,0.902,0.0875,1445.0,1430,1460,0.6319
1455.0,0.559,0.1267,0.5394,0.902,0.0875,1455.0,1440,1470,0.5394
1465.0,0.559,0.1267,0.4995,0.902,0.0875,1465.0,1450,1480,0.4995
1475.0,0.559,0.1267,0.6203,0.902,0.0875,1475.0,1460,1490,0.6203
1485.0,0.559,0.1267,0.8247,0.902,0.0875,1485.0,1470,1500,0.8247
1495.0,0.559,0.1267,0.806,0.902,0.0875,1495.0,1480,1510,0.806
1505.0,0.559,0.1267,0.8489,0.902,0.0875,1505.0,1490,1520,0.8489
1515.0,0.559,0.1267,0.73,0.902,0.0875,1515.0,1500,1530,0.73
